keyword,search_volume,position,etv,cpc,competition,intent,url,serp_features
gold and gray football,50,10,1.28,,0,informational,https://www.juniorgrassrootshub.com/coaches/gold-and-gray-soccer-academy,organic video images related_searches google_reviews knowledge_graph third_party_reviews
junior snoods,50,10,1.28,0.27000001072883606,1,transactional,https://www.juniorgrassrootshub.com/shop/bespoke-kids-snoods,organic popular_products people_also_ask related_searches
kixx wolverhampton,50,10,1.28,4.510000228881836,0.03999999910593033,informational,https://www.juniorgrassrootshub.com/coaches/kixx-wolverhampton-and-kidderminster,organic local_pack related_searches
layer colts,50,10,1.28,,0,transactional,https://www.juniorgrassrootshub.com/clubs/layer-colts-youth,ai_overview organic people_also_ask images related_searches
leaside colts,50,8,1.28,,0,informational,https://www.juniorgrassrootshub.com/clubs/leaside-colts,organic ai_overview related_searches images
littleborough football club,50,10,1.28,,0,navigational,https://www.juniorgrassrootshub.com/clubs/littleborough-junior,organic local_pack related_searches images
north london youth football league table,50,8,1.28,,0,informational,https://www.juniorgrassrootshub.com/leagues/north-london-youth-football-league,organic ai_overview related_searches
oswaldtwistle juniors,50,7,1.28,,0,navigational,https://www.juniorgrassrootshub.com/clubs/oswaldtwistle-juniors,organic related_searches knowledge_graph google_reviews third_party_reviews
pencader football club,50,7,1.28,,0,navigational,https://www.juniorgrassrootshub.com/clubs/pencader-juniors-fc,organic images related_searches knowledge_graph google_reviews
peterborough and district youth league,50,7,1.28,,0,informational,https://www.juniorgrassrootshub.com/leagues/peterborough-and-district-youth-league,organic related_searches
porter fc,50,7,1.28,,0,navigational,https://www.juniorgrassrootshub.com/clubs/porter-fc,organic related_searches images
rogerstone rangers,50,7,1.28,,0,informational,https://www.juniorgrassrootshub.com/clubs/rogerstone-rangers-jfc,organic related_searches google_reviews knowledge_graph images
severn valley football,50,8,1.28,,0,informational,https://www.juniorgrassrootshub.com/leagues/severn-valley-youth-football-league,organic ai_overview related_searches images
soham town rangers youth,50,7,1.28,,0,informational,https://www.juniorgrassrootshub.com/tournaments/soham-town-rangers-youth-fc-festival-of-football-2026-2026-05-16,organic related_searches images
sporting rugby fc,50,7,1.28,,0,navigational,https://www.juniorgrassrootshub.com/clubs/sporting-rugby,organic related_searches images
tamworth junior league fixtures,50,8,1.28,,0,informational,https://www.juniorgrassrootshub.com/leagues/tamworth-junior-football-league,organic ai_overview related_searches
tandridge league divisions,50,9,1.28,,0,informational,https://www.juniorgrassrootshub.com/leagues/tandridge-youth-football-league,organic ai_overview related_searches images
teesside junior alliance league,50,7,1.28,,0,informational,https://www.juniorgrassrootshub.com/leagues/teesside-junior-football-alliance-league,organic related_searches
teesside junior league,50,7,1.28,,0,informational,https://www.juniorgrassrootshub.com/leagues/teesside-junior-football-alliance-league,organic related_searches knowledge_graph google_reviews third_party_reviews
thamesmead tigers fc,50,7,1.28,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/thamesmead-tigers-fc,organic related_searches knowledge_graph google_reviews images
triangoals youth football club,50,7,1.28,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/triangoals-youth,organic related_searches knowledge_graph google_reviews images
ty celyn football club,50,7,1.28,,0,navigational,https://www.juniorgrassrootshub.com/clubs/ty-celyn-junior-fc/claim,organic related_searches knowledge_graph google_reviews images
u16 football match length,50,9,1.28,,0,informational,https://www.juniorgrassrootshub.com/age-group-rules/u16,ai_overview organic people_also_ask related_searches
walthamstow wolves,50,7,1.28,,0,informational,https://www.juniorgrassrootshub.com/clubs/walthamstow-wolves,organic related_searches
wheatley wanderers,50,7,1.28,,0,informational,https://www.juniorgrassrootshub.com/clubs/wheatley-wanderers-jfc,organic people_also_ask related_searches knowledge_graph google_reviews images
worcester city youth fc,50,7,1.28,,0,informational,https://www.juniorgrassrootshub.com/tournaments/worcester-city-youth-fc-tournament-2026-2026-08-29,organic related_searches images
afc bridgnorth spartans,50,8,0.99,,,informational,https://www.juniorgrassrootshub.com/clubs/bridgnorth-spartans,organic related_searches images
appleton afc,50,9,0.99,,0,navigational,https://www.juniorgrassrootshub.com/clubs/appleton-afc,organic related_searches images
chew valley football club,50,8,0.99,,0,navigational,https://www.juniorgrassrootshub.com/clubs/chew-valley,organic related_searches images
churchdown panthers,50,9,0.99,,0,informational,https://www.juniorgrassrootshub.com/clubs/churchdown-panthers,organic related_searches images
culmore fc,50,8,0.99,,0,navigational,https://www.juniorgrassrootshub.com/clubs/culmore-youth-fc-u7-d-and-d,organic related_searches images
culmore football club,50,9,0.99,,0,navigational,https://www.juniorgrassrootshub.com/clubs/culmore-youth-fc-u13-d-and-d,organic video related_searches images
horsham herons,50,10,0.99,,0,informational,https://www.juniorgrassrootshub.com/clubs/horsham-herons-fc,ai_overview organic related_searches images
ickenham youth,50,9,0.99,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/ickenham-youth-fc-summer-tournament-june-28-2026,organic related_searches google_reviews knowledge_graph images
junior football clubs glasgow,50,12,0.99,,0.05999999865889549,informational,https://www.juniorgrassrootshub.com/clubs/in/glasgow-city,find_results_on local_pack organic related_searches
junior football teams glasgow,50,8,0.99,,0.05999999865889549,informational,https://www.juniorgrassrootshub.com/clubs/in/glasgow-city,organic related_searches
junior football teams in glasgow,50,9,0.99,,0.05999999865889549,informational,https://www.juniorgrassrootshub.com/clubs/in/glasgow-city,ai_overview organic related_searches images
juno football club,50,9,0.99,,0,navigational,https://www.juniorgrassrootshub.com/clubs/juno-united,organic related_searches knowledge_graph google_reviews images
kiko fc,50,9,0.99,,0,informational,https://www.juniorgrassrootshub.com/clubs/kiko-fc,organic related_searches google_reviews knowledge_graph images
kirton town fc,50,9,0.99,,0,informational,https://www.juniorgrassrootshub.com/clubs/kirton-town,organic ai_overview related_searches images
leighton corinthians fc,50,9,0.99,,0,informational,https://www.juniorgrassrootshub.com/clubs/leighton-corinthians,organic related_searches knowledge_graph google_reviews
lisburn youth league,50,9,0.99,,0,informational,https://www.juniorgrassrootshub.com/leagues/lisburn-castlereagh-junior-football-league,organic related_searches images
ringmer rovers,40,3,3.89,,0,informational,https://www.juniorgrassrootshub.com/tournaments/ringmer-rovers-summer-tournament-2026-2026-06-20,organic related_searches images
testway youth,40,3,3.89,,0,informational,https://www.juniorgrassrootshub.com/leagues/testway-youth-football-league,organic ai_overview related_searches
corsham football tournament,40,4,2.64,,0,informational,https://www.juniorgrassrootshub.com/tournaments/afc-corsham-summer-tournament-2026-2026-05-30,organic people_also_ask related_searches
linton aztecs,40,5,1.88,,0,informational,https://www.juniorgrassrootshub.com/clubs/linton-aztecs,organic images
kersal fc,40,7,1.35,0.1899999976158142,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/kersal-fc,organic ai_overview related_searches images
lisvane panthers fc,40,6,1.35,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/lisvane-panthers,organic related_searches knowledge_graph google_reviews images
pezzaz street soccer,40,6,1.35,,0,informational,https://www.juniorgrassrootshub.com/coaches/pezzaz-street-soccer,organic short_videos related_searches google_reviews knowledge_graph third_party_reviews images
pioneer youth league u13,40,6,1.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/pioneer-youth-league,organic images related_searches
shawside juniors,40,6,1.35,,0,navigational,https://www.juniorgrassrootshub.com/clubs/shawside-juniors-football-club,organic related_searches images
stopsley sharks,40,6,1.35,,0,informational,https://www.juniorgrassrootshub.com/clubs/stopsley-sharks,organic related_searches knowledge_graph google_reviews third_party_reviews images
wyre forest phoenix,40,6,1.35,,0,informational,https://www.juniorgrassrootshub.com/clubs/wyre-forest-phoenix,organic related_searches knowledge_graph google_reviews images
inter cheadle jfc,40,7,1.02,,0,informational,https://www.juniorgrassrootshub.com/clubs/inter-cheadle-fc,organic related_searches images
little paxton colts,40,8,1.02,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/little-paxton-colts-tournament-2026-2026-07-04,organic ai_overview related_searches images
plymstock united,40,7,1.02,,0,navigational,https://www.juniorgrassrootshub.com/clubs/plymstock-united-colts,organic related_searches images
purley jubilee football club,40,7,1.02,,0,informational,https://www.juniorgrassrootshub.com/clubs/purley-jubilee-fc,organic related_searches
kings eleven fc,40,9,0.79,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/noticeboard/trials-for-2026-27-season-kings-eleven-football-club,organic related_searches knowledge_graph google_reviews images
lewi cup,30,4,1.98,,0,informational,https://www.juniorgrassrootshub.com/tournaments/the-lewi-cup-2025-26-2026-06-06,organic images related_searches
blackburn eagles tournament 2025,30,7,0.77,,,informational,https://www.juniorgrassrootshub.com/tournaments/blackburn-eagles-tournaments-august-23-2026,organic related_searches
grassroots football tournaments 2025,20,3,1.95,,,informational,https://www.juniorgrassrootshub.com/tournaments,organic ai_overview related_searches images
glasgow cup 2025,20,7,0.51,,0,informational,https://www.juniorgrassrootshub.com/tournaments/glasgow-city-cup-2026-international-youth-tournament-2026,organic related_searches images
southbrook tournament 2025,10,6,0.47,,,informational,https://www.juniorgrassrootshub.com/tournaments/southbrook-y-f-c-tournament-june-7-2026,organic ai_overview related_searches
